method,items_number,index,binsize,time,success,runtime
solve_cpp_localsearch,249,3,1000,0.022469516999990446,True,0.022796124000706186
solve_cpp_localsearch,249,4,1000,0.019999362999442383,True,0.020453185999940615
solve_cpp_localsearch,249,5,1000,0.03339223399962066,True,0.03403279400026804
solve_cpp_localsearch,249,6,1000,0.026558284999737225,True,0.026961937000123726
solve_cpp_localsearch,249,7,1000,0.014825999999629857,True,0.015238437999869348
solve_cpp_localsearch,249,8,1000,0.02971670599981735,True,0.032412830999419384
solve_cpp_localsearch,249,9,1000,0.034150504000535875,True,0.034467145999769855
solve_cpp_localsearch,249,10,1000,0.020514579000519007,True,0.020836183999563218
solve_cpp_localsearch,249,11,1000,0.03468636400066316,True,0.03822712799956207
solve_cpp_localsearch,249,12,1000,0.028606703000150446,True,0.02893135100021027
solve_cpp_localsearch,249,13,1000,0.02525260999937018,True,0.02569772400056536
solve_cpp_localsearch,249,14,1000,0.02037638000001607,True,0.020649263000450446
solve_cpp_localsearch,249,15,1000,0.027111794000120426,True,0.027446012999462255
solve_cpp_localsearch,249,16,1000,0.03992964600001869,True,0.04025992500010034
solve_cpp_localsearch,249,17,1000,0.0338350560004983,True,0.03436801799944078
solve_cpp_localsearch,249,18,1000,0.04617394500019145,True,0.04648379299942462
solve_cpp_localsearch,249,19,1000,0.02239186399947357,True,0.022770677000153228
solve_cpp_localsearch,501,0,1000,12.882075528000314,True,12.882458703999873
solve_cpp_localsearch,501,1,1000,0.0996610279999004,True,0.10008444999948551
